,genre,artist,track,popularity,danceability,
111186,Pop,Chris Brown,Grass Ain't Greener,67,0.644,
111209,Pop,Twenty One Pilots,Hometown,69,0.683,
111215,Pop,Vance Joy,Like Gold,68,0.477,
111228,Pop,will.i.am,Scream & Shout,73,0.772,
111247,Pop,Lenin Ramírez,Hierba de Receta,68,0.666,
111253,Pop,Jorja Smith,The One - Radio Edit,71,0.482,
111261,Pop,Lauv,Paranoid,67,0.701,
111282,Pop,Yellow Days,A Little While,66,0.577,
111294,Pop,Ed Sheeran,Bibia Be Ye Ye,71,0.738,
111306,Pop,Wet,11 Hours - Branchez Remix,67,0.687,
111378,Pop,Solange,Cranes in the Sky,67,0.719,
111384,Pop,Lady Gaga,Applause,69,0.669,
111385,Pop,Weezer,Everybody Wants To Rule The World,67,0.667,
111404,Pop,BROCKHAMPTON,GUMMY,67,0.687,
111421,Pop,The Neighbourhood,Afraid,70,0.464,
111445,Pop,Amber Run,I Found,72,0.389,
111454,Pop,Fleet Foxes,"If You Need To, Keep Time On Me",69,0.521,
111459,Pop,Meghan Trainor,FOOLISH,68,0.645,
111500,Pop,Anna Of The North,Lovers,65,0.599,
111537,Pop,Chloe x Halle,Happy Without Me,66,0.57,
111538,Pop,Olivia O'Brien,I Don't Exist,66,0.743,
111546,Pop,The Weeknd,Attention,67,0.671,
111561,Pop,Pitbull,Feel This Moment,67,0.673,
111580,Pop,Rex Orange County,4 Seasons,66,0.505,
111630,Pop,Katy Perry,Rise,66,0.546,
111659,Pop,NCT 127,Regular - English Version,68,0.741,
111700,Pop,H.E.R.,Carried Away,67,0.693,
111703,Pop,Rihanna,You Da One,67,0.702,
111716,Pop,Mike Perry,Hands,71,0.719,
111766,Pop,BTS,House of Cards (Full Length Edition),67,0.367,
111782,Pop,Moon Taxi,Two High,69,0.68,
111802,Pop,Glass Animals,Life Itself,65,0.699,
111807,Pop,Katy Perry,Wide Awake,68,0.514,
111816,Pop,Usher,Love in This Club (feat. Young Jeezy),66,0.573,
111862,Pop,dodie,Human,66,0.665,
111873,Pop,The National,I Need My Girl,69,0.523,
111942,Pop,Arizona Zervas,No I in Team,67,0.74,
111948,Pop,Paramore,Fake Happy,66,0.734,
111959,Pop,Villagers,Nothing Arrived - Live from Spotify London,70,0.579,
111960,Pop,Alejandro Fernandez,Me Dediqué a Perderte,77,0.642,
111963,Pop,Pancho Barraza,Mi Enemigo El Amor,70,0.592,
111977,Pop,blackbear,idfc - Tarro Remix,66,0.58,
111988,Pop,Ty Dolla $ign,Droptop in the Rain (feat. Tory Lanez),66,0.73,
112016,Pop,G.R.L.,Ugly Heart,69,0.65,
112032,Pop,The Weeknd,What You Need,65,0.657,
112037,Pop,Lana Del Rey,Brooklyn Baby,66,0.404,
112049,Pop,Bush,Glycerine,67,0.437,
112087,Pop,The Zombies,Time Of The Season (Mono Version),68,0.537,
112119,Pop,Halsey,Drive,64,0.571,
112210,Pop,Lana Del Rey,In My Feelings,65,0.54,
112258,Pop,Drake,4422,65,0.621,
112298,Pop,Destiny's Child,Cater 2 U,63,0.605,
112318,Pop,Sia,Unstoppable,65,0.468,
112320,Pop,Lana Del Rey,White Mustang,66,0.658,
112375,Pop,6LACK,Sorry,66,0.423,
112377,Pop,Alfredo Olivas,El Malo De Culiacán,71,0.723,
112400,Pop,San Holo,Lead Me Back,65,0.498,
112467,Pop,Polo & Pan,Nanã,66,0.687,
112478,Pop,Natti Natasha,Amantes de una Noche,70,0.567,
112495,Pop,Jesse & Joy,¡¡Corre!,70,0.479,
112505,Pop,Future,Last Breath,68,0.675,
112520,Pop,Justin Bieber,Never Say Never,67,0.739,
112558,Pop,Granger Smith,Happens Like That,68,0.557,
112573,Pop,Gin Wigmore,Kill Of The Night,67,0.502,
112648,Pop,Shawn Mendes,Lights On,66,0.706,
112670,Pop,Selena Gomez,Back To You - Joey Pecoraro Remix,68,0.685,
112699,Pop,Elohim,Sleepy Eyes,68,0.608,
112768,Pop,Bon Iver,Blood Bank,65,0.494,
112770,Pop,John Legend,A Good Night,69,0.53,
112787,Pop,The Head and the Heart,Don't Dream It's Over,66,0.433,
112852,Pop,Lady Gaga,Diamond Heart,65,0.662,
112864,Pop,Sabrina Claudio,Unravel Me,66,0.387,
112911,Pop,The Buggles,Video Killed The Radio Star,65,0.675,
112915,Pop,Papa Roach,Elevate,70,0.666,
112916,Pop,Galantis,San Francisco (with Sofia Carson),70,0.741,
112923,Pop,LANY,Taking Me Back,67,0.689,
112944,Pop,Don Diablo,Take Her Place (feat. A R I Z O N A),68,0.603,
112946,Pop,Hozier,Say My Name - Recorded at Spotify Studios NYC,59,0.607,
112959,Pop,Nathaniel Rateliff & The Night Sweats,S.O.B.,67,0.694,
112998,Pop,LANY,pink skies,66,0.719,
113047,Pop,Tall Heights,Spirit Cold,67,0.426,
113059,Pop,Beyoncé,Dangerously In Love,60,0.609,
113072,Pop,Shawn Mendes,No Promises,67,0.619,
113093,Pop,Louis Tomlinson,Just Like You,67,0.703,
113168,Pop,Coldplay,Trouble,71,0.561,
113171,Pop,The Band CAMINO,14-Feb,68,0.607,
113236,Pop,James Barker Band,Chills,67,0.658,
113246,Pop,Wiz Khalifa,On My Level (feat. Too $hort),65,0.72,
113262,Pop,Donovan Woods,"Portland, Maine",67,0.608,
113264,Pop,Disclosure,Omen - Radio Edit,69,0.615,
113283,Pop,Tall Heights,Horse to Water,67,0.517,
113308,Pop,Years & Years,Valentino,70,0.714,
113354,Pop,Simple Plan,Perfect,68,0.494,
113368,Pop,Rosie Carney,Thousand (feat. Lisa Hannigan),68,0.676,
113373,Pop,Grizfolk,Bob Marley,67,0.562,
113396,Pop,Rhys,Too Good To Be True,71,0.669,
113421,Pop,Christina Aguilera,Fall In Line,67,0.39,
113429,Pop,Jaden Smith,PCH,66,0.642,
113431,Pop,Just A Gent,Limelight (NGHTMRE Remix),66,0.574,
113474,Pop,Thirty Seconds To Mars,This Is War,66,0.404,
113695,Pop,Hayden James,Something About You - ODESZA Remix,65,0.709,
113737,Pop,Astrid S,Closer,68,0.531,
113777,Pop,Nipsey Hussle,Double Up (feat. Belly and Dom Kennedy),67,0.604,
113792,Pop,Earl Sweatshirt,Chum,66,0.51,
113801,Pop,Vansire,Nice to See You,65,0.539,
113859,Pop,SYML,Girl - Acoustic,70,0.413,
113860,Pop,Mipso,People Change,69,0.374,
113886,Pop,Alanis Morissette,Ironic - 2015 Remaster,71,0.408,
113905,Pop,Novo Amor,State Lines,67,0.514,
113910,Pop,Stray Kids,I am YOU,66,0.655,
113963,Pop,Ellie Goulding,"Still Falling For You - From ""Bridget Jones's Baby""",69,0.43,
113976,Pop,Chris Burton,Love Letters,68,0.699,
114013,Rap,OneRepublic,Counting Stars,74,0.664,
114041,Rap,Ying Yang Twins,Get Low,72,0.521,
114054,Rap,Quinn XCII,Life Must Go On,67,0.715,
114062,Rap,NAV,Call Me,72,0.673,
114068,Rap,Mac Miller,Dunno,70,0.622,
114072,Rap,BROCKHAMPTON,SWEET,71,0.718,
114074,Rap,OutKast,Roses,72,0.751,
114106,Rap,ayokay,Stay With Me,74,0.695,
114112,Rap,Lil Peep,Runaway,74,0.399,
114115,Rap,Ty Dolla $ign,Love U Better (feat. Lil Wayne & The-Dream),71,0.645,
114120,Rap,NF,Therapy Session,70,0.693,
114124,Rap,Drake,Houstatlantavegas,70,0.683,
114133,Rap,Lil Baby,Never Needed No Help,68,0.713,
114150,Rap,Kanye West,Wolves,69,0.539,
114172,Rap,Future,Never Stop,71,0.571,
114218,Rap,Jaden Smith,SOHO,72,0.547,
114226,Rap,Future,Temptation,70,0.66,
114250,Rap,Jeremih,Down On Me,72,0.7,
114269,Rap,Future,Promise U That,70,0.638,
114283,Rap,The Weeknd,Try Me,74,0.466,
114287,Rap,6LACK,Luving U,70,0.723,
114325,Rap,Lil Mosey,Fu shit,68,0.666,
114331,Rap,Quinn XCII,Panama,67,0.73,
114336,Rap,The Weeknd,Reminder,74,0.705,
114354,Rap,Post Malone,"Yours Truly, Austin Post",69,0.649,
114371,Rap,A$AP Rocky,A$AP Forever,73,0.469,
114381,Rap,Drake,Sandra’s Rose,70,0.487,
114425,Rap,Lil Peep,Broken Smile (My All),72,0.545,
114457,Rap,Travis Scott,sweet sweet,66,0.733,
114479,Rap,Hinder,Lips Of An Angel,71,0.476,
114541,Rap,BROCKHAMPTON,GUMMY,67,0.687,
114570,Rap,Meek Mill,Almost Slipped,67,0.49,
114607,Rap,blackbear,anxiety (with FRND),68,0.652,
114624,Rap,Post Malone,Broken Whiskey Glass,68,0.512,
114628,Rap,Nicki Minaj,Feeling Myself,66,0.564,
114630,Rap,$uicideBoy$,Runnin' Thru The 7th With My Woadies,70,0.526,
114632,Rap,Ashanti,Foolish,73,0.477,
114654,Rap,Miguel,Banana Clip,67,0.638,
114713,Rap,KYLE,Moment (feat. Wiz Khalifa),66,0.708,
114717,Rap,J. Cole,Rich Niggaz,66,0.586,
114721,Rap,Nipsey Hussle,Double Up (feat. Belly and Dom Kennedy),67,0.604,
114797,Rap,Nick Jonas,Close,72,0.653,
114809,Rap,OneRepublic,Secrets,76,0.515,
114819,Rap,Niykee Heaton,Bad Intentions,72,0.743,
114845,Rap,Lil Peep,Sunlight On Your Skin - Bonus Track,69,0.68,
114867,Rap,Kid Ink,Show Me (feat. Chris Brown),72,0.711,
114883,Rap,Ms. Lauryn Hill,Doo Wop (That Thing),74,0.535,
114926,Rap,Aries,SAYONARA,66,0.548,
114928,Rap,Papa Roach,Elevate,70,0.666,
114992,Rap,Rockie Fresh,Must Be,68,0.709,
115034,Rap,blackbear,the 1,66,0.571,
115124,Rap,Jacquees,Come Thru,67,0.725,
115137,Rap,Jason Derulo,Whatcha Say,67,0.615,
115196,Rap,Miguel,Remember Me (Dúo),66,0.612,
115265,Rap,Earl Sweatshirt,Chum,66,0.51,
115306,Rap,Trey Songz,Solid,70,0.574,
115310,Rap,Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),71,0.733,
115322,Rap,Jay Rock,Tap Out (feat. Jeremih),65,0.676,
115407,Rap,Chris Brown,Grass Ain't Greener,67,0.644,
115433,Rap,Call Me Karizma,F U Till I F U,66,0.581,
115437,Rap,Arizona Zervas,No I in Team,67,0.74,
115458,Rap,Ty Dolla $ign,Droptop in the Rain (feat. Tory Lanez),66,0.73,
115565,Rap,Wiz Khalifa,On My Level (feat. Too $hort),65,0.72,
115623,Rap,Drake,4422,65,0.621,
115640,Rap,Noname,"Shadow Man (feat. Phoelix, Smino & Saba)",64,0.611,
115669,Rap,6LACK,Sorry,66,0.423,
115694,Rap,Yelawolf,Till It's Gone,67,0.523,
115715,Rap,Future,Last Breath,68,0.675,
115832,Rap,Kehlani,In My Feelings,65,0.556,
115902,Rap,Andy Grammer,Keep Your Head Up,67,0.674,
116062,Rap,blackbear,idfc - Tarro Remix,66,0.58,
116096,Rap,The Weeknd,Attention,67,0.671,
116132,Rap,Tinashe,2 On (feat. ScHoolboy Q),70,0.742,
116142,Rap,Jaden Smith,PCH,66,0.642,
116303,Rap,Mario,Drowning,66,0.516,
116387,Rap,OneRepublic,Good Life,70,0.636,
116423,Rap,The Weeknd,What You Need,65,0.657,
116581,Rap,Pitbull,Feel This Moment,67,0.673,
116640,Rap,will.i.am,Scream & Shout,73,0.772,
116739,Rap,SAINt JHN,Reflex,66,0.692,
117059,Rap,Usher,Love in This Club (feat. Young Jeezy),66,0.573,
117280,Rap,Nelly Furtado,I'm Like A Bird,71,0.616,
117795,Rap,Justin Timberlake,Until The End Of Time (with Beyoncé),58,0.56,
117873,Rap,Destiny's Child,Cater 2 U,63,0.605,
118472,Rap,Cris Cab,Just Wanna Love You (feat. J. Balvin),65,0.687,
118637,Rap,Young Thug,She Wanna Party (feat. Millie Go Lightly),57,0.578,
118683,Rap,Christina Aguilera,Fall In Line,67,0.39,
119576,Rap,Alle Farben,H.O.L.Y.,71,0.565,
119670,Rap,Fifth Harmony,He Like That,65,0.592,
119841,Rap,Kehlani,Everything Is Yours,57,0.608,
121643,Rap,Vigiland,Strangers,68,0.718,
122481,Reggae,Sticky Fingers,How To Fly,70,0.676,
122531,Reggae,Tash Sultana,Mystik,55,0.513,
122570,Reggae,Ocean Alley,Confidence,74,0.59,
138923,Reggaeton,Bad Bunny,Caro,85,0.651,
138927,Reggaeton,Bad Bunny,La Romana,82,0.655,
138952,Reggaeton,Amenazzy,Baby,86,0.7,
138972,Reggaeton,Cauty,Ta To Gucci (Remix),86,0.73,
139016,Reggaeton,Farruko,Nadie,78,0.679,
139020,Reggaeton,Chris Jeday,Ahora Dice,76,0.704,
139023,Reggaeton,Gigolo Y La Exce,Sexto Sentido (feat. Bad Bunny),72,0.714,
139026,Reggaeton,J Balvin,Si Tu Novio Te Deja Sola,72,0.718,
139029,Reggaeton,Jory Boy,No Te Hagas,70,0.748,
139058,Reggaeton,Justin Quiles,No Quiero Amarte (feat. Zion & Lennox),75,0.734,
139060,Reggaeton,Chris Jeday,Ahora Dice - Real Hasta La Muerte Remix,72,0.742,
139081,Reggaeton,Natti Natasha,Amantes de una Noche,70,0.567,
139105,Reggaeton,Bryant Myers,Noche De Fantasia,75,0.664,
139231,Reggaeton,Brytiago,Netflixxx,67,0.707,
140550,Indie,Astrid S,Emotion,70,0.402,
141119,Indie,Kasabian,Fire,66,0.525,
141311,Indie,Jake Bugg,Broken,58,0.439,
142605,Indie,EggPlantEgg,浪子回頭,64,0.473,
143374,Indie,Yoga Lin,Fairy tale,57,0.54,
144689,Indie,The Shins,Know Your Onion!,46,0.487,
145431,Jazz,Leslie Odom Jr.,Alexander Hamilton,72,0.609,
145436,Jazz,Duke Ellington,In A Sentimental Mood,68,0.464,
145446,Jazz,Duke Ellington,My Little Brown Book,65,0.372,
145670,Jazz,Norah Jones,Carry On,65,0.547,
146113,Jazz,Héctor Lavoe,El Dia De Suerte,57,0.65,
146753,Jazz,Parov Stelar,The Sun,55,0.678,
149197,Pop,Justin Timberlake,Until The End Of Time (with Beyoncé),58,0.56,
149231,Pop,Avril Lavigne,I Fell In Love With The Devil,66,0.522,
149268,Pop,KT Tunstall,Suddenly I See,69,0.587,
149675,Pop,Yelawolf,Till It's Gone,67,0.523,
149720,Pop,Yoke Lore,Truly Madly Deeply - Recorded at Spotify Studios NYC,69,0.675,
149802,Pop,Fleet Foxes,Blue Ridge Mountains,60,0.524,
149833,Pop,Fifth Harmony,He Like That,65,0.592,
149866,Pop,LANY,Hericane,66,0.673,
149882,Pop,Jorja Smith,February 3rd,68,0.624,
149910,Pop,Dua Lipa,Genesis,67,0.715,
149958,Pop,David Guetta,Say My Name (feat. Bebe Rexha & J Balvin) - Lucas & Steve Remix,68,0.678,
150008,Pop,The Neighbourhood,Nervous,67,0.589,
150044,Pop,James TW,For You,66,0.717,
150116,Pop,Banda Los Recoditos,No Le Hago Falta,66,0.741,
150208,Pop,Harrison Storm,Change It All,66,0.445,
150272,Pop,Sam Feldt,Gold,71,0.721,
150385,Pop,Matthew And The Atlas,Elijah,65,0.479,
150387,Pop,The xx,On Hold,67,0.723,
150423,Pop,Roo Panes,Tiger Striped Sky,67,0.473,
150514,Pop,Rihanna,Russian Roulette,66,0.48,
150529,Pop,Avicii,Broken Arrows,67,0.63,
150572,Pop,Zara Larsson,Ruin My Life - Piano Version,67,0.65,
150587,Pop,Møme,Aloha,68,0.613,
150603,Pop,Calvin Harris,Promises (with Sam Smith) - David Guetta Remix,69,0.588,
150708,Pop,Bahamas,Don't You Want Me,65,0.667,
150806,Pop,Jay Rock,Tap Out (feat. Jeremih),65,0.676,
150842,Pop,Glee Cast,Don't Stop Believin' (Glee Cast Version),63,0.473,
150844,Pop,Sasha Sloan,I’ll Be There,56,0.516,
150880,Pop,DROELOE,Sunburn,65,0.693,
151185,Pop,Sebastian Yatra,My Only One (No Hay Nadie Más),68,0.727,
151390,Pop,Noname,"Shadow Man (feat. Phoelix, Smino & Saba)",64,0.611,
151502,Pop,Kygo,Here for You,66,0.68,
151529,Pop,CLOVES,Don't Forget About Me,66,0.494,
151552,Pop,Irene Cara,What A Feeling,68,0.532,
151565,Pop,Vicetone,Fences,66,0.698,
151607,Pop,Run River North,Mr. Brightside,65,0.387,
151706,Pop,Kehlani,Everything Is Yours,57,0.608,
151943,Pop,Alok,Hear Me Now,76,0.778,
152029,Pop,Mandolin Orange,Amsterdam - Recorded at Spotify Studios NYC,65,0.532,
152038,Pop,Vera Blue,All The Pretty Girls,68,0.708,
152145,Pop,Coldplay,Charlie Brown,67,0.43,
152245,Pop,Marco Antonio Solís,¿A Dónde Vamos A Parar?,67,0.413,
152272,R&B,Joji,YEAH RIGHT,81,0.672,
152275,R&B,Tory Lanez,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,84,0.698,
152295,R&B,Joji,TEST DRIVE,78,0.646,
152299,R&B,Mario,Let Me Love You,80,0.656,
152302,R&B,Alessia Cara,Scars To Your Beautiful,76,0.573,
152327,R&B,DJ Khaled,No Brainer,84,0.552,
152328,R&B,The Weeknd,Die For You,78,0.586,
152354,R&B,Miguel,Sure Thing,75,0.684,
152358,R&B,SZA,Broken Clocks,74,0.684,
152370,R&B,Rihanna,Take A Bow,80,0.697,
152371,R&B,Mac Ayres,Easy,73,0.722,
152372,R&B,Meghan Trainor,Like I'm Gonna Lose You,80,0.63,
152378,R&B,Camila Cabello,Real Friends,79,0.701,
152408,R&B,Joji,R.I.P. (feat. Trippie Redd),71,0.716,
152412,R&B,Solange,Jerrod,69,0.409,
152415,R&B,Rihanna,Bitch Better Have My Money,77,0.778,
152418,R&B,Lucky Daye,Roll Some Mo,70,0.405,
152423,R&B,John Legend,Preach,75,0.508,
152441,R&B,Solange,My Skin My Logo,70,0.724,
152449,R&B,Nelly,Dilemma,78,0.725,
152463,R&B,The Weeknd,Try Me,74,0.466,
152477,R&B,The Weeknd,Reminder,74,0.705,
152497,R&B,Jorja Smith,The One - Radio Edit,71,0.482,
152512,R&B,Beyoncé,Drunk in Love,74,0.589,
152513,R&B,6LACK,Switch,75,0.664,
152516,R&B,6LACK,Seasons (feat. Khalid),73,0.605,
152524,R&B,Jakob Ogawa,All Your Love,66,0.568,
152539,R&B,The Weeknd,Privilege,71,0.391,
152545,R&B,Chloe x Halle,Happy Without Me,66,0.57,
152547,R&B,Alicia Keys,Girl On Fire,76,0.482,
152560,R&B,Ty Dolla $ign,Love U Better (feat. Lil Wayne & The-Dream),71,0.645,
152562,R&B,Ashanti,Foolish,73,0.477,
152572,R&B,H.E.R.,Carried Away,67,0.693,
152584,R&B,Alicia Keys,Fallin',75,0.653,
152586,R&B,Mahalia,I Wish I Missed My Ex,70,0.68,
152589,R&B,Sabrina Claudio,Unravel Me,66,0.387,
152600,R&B,Nicotine's Famous Honey,Running,65,0.454,
152605,R&B,Jeremih,Planez,73,0.65,
152615,R&B,Nick Jonas,Close,72,0.653,
152617,R&B,Niykee Heaton,Bad Intentions,72,0.743,
152619,R&B,Cautious Clay,Cold War,66,0.637,
152625,R&B,Janelle Monáe,I Like That,67,0.482,
152627,R&B,Camila Cabello,OMG,72,0.655,
152633,R&B,Ms. Lauryn Hill,Doo Wop (That Thing),74,0.535,
152649,R&B,James Blake,Barefoot In The Park (feat. ROSALÍA),71,0.558,
152653,R&B,James Blake,I'll Come Too,68,0.661,
152667,R&B,6LACK,Luving U,70,0.723,
152674,R&B,JP Cooper,September Song,78,0.614,
152678,R&B,Tinashe,2 On (feat. ScHoolboy Q),70,0.742,
152700,R&B,Wet,11 Hours - Branchez Remix,67,0.687,
152702,R&B,Jacquees,Come Thru,67,0.725,
152704,R&B,Jason Derulo,Whatcha Say,67,0.615,
152712,R&B,Solange,Cranes in the Sky,67,0.719,
152743,R&B,Rex Orange County,4 Seasons,66,0.505,
152751,R&B,DEAN,instagram,70,0.462,
152760,R&B,Trey Songz,Solid,70,0.574,
152763,R&B,Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),71,0.733,
152777,R&B,Mariah Carey,Fantasy,68,0.671,
152815,R&B,Miguel,Banana Clip,67,0.638,
152840,R&B,Jeremih,Down On Me,72,0.7,
152915,R&B,Jorja Smith,February 3rd,68,0.624,
152918,R&B,James Blake,Into The Red,66,0.508,
152942,R&B,Kehlani,In My Feelings,65,0.556,
152943,R&B,Kid Ink,Show Me (feat. Chris Brown),72,0.711,
152944,R&B,John Legend,A Good Night,69,0.53,
152974,R&B,Rihanna,Kiss It Better,63,0.619,
153385,Rock,Kate Bush,Wuthering Heights,68,0.481,
154002,Rock,Faith No More,Easy,66,0.506,
154387,Rock,Kasabian,Fire,66,0.525,
155766,Rock,Aleks Syntek,Duele El Amor,66,0.674,
155801,Rock,Melendi,Destino o casualidad,72,0.557,
156578,Ska,La Mosca Tse-Tse,Para No Verte Más,71,0.658,
158634,Reggaeton,Zion & Lennox,Nuestro Amor (feat. Maluma),54,0.743,
166067,Rock,Queen,Under Pressure - Remastered,77,0.667,
166069,Rock,Queen,Somebody To Love - Remastered 2011,77,0.492,
166096,Rock,The Beatles,Here Comes The Sun - Remastered 2009,82,0.557,
166098,Rock,Twenty One Pilots,Chlorine,82,0.609,
166101,Rock,X Ambassadors,Unsteady,78,0.389,
166106,Rock,Arctic Monkeys,Do I Wanna Know?,84,0.548,
166155,Rock,Owl City,Fireflies,79,0.591,
166159,Rock,LANCO,Greatest Love Story,75,0.671,
166190,Rock,The Black Keys,Howlin' For You,70,0.705,
166191,Rock,OneRepublic,Counting Stars,74,0.664,
166193,Rock,Rick Springfield,Jessie's Girl,70,0.727,
166207,Rock,Twenty One Pilots,Morph,76,0.734,
166214,Rock,Bastille,Pompeii,70,0.679,
166230,Rock,Twenty One Pilots,Jumpsuit,78,0.62,
166240,Rock,alt-J,Breezeblocks,71,0.616,
166259,Rock,KALEO,Way Down We Go,76,0.489,
166268,Rock,The Rolling Stones,Gimme Shelter,75,0.634,
166270,Rock,Vampire Weekend,Harmony Hall,76,0.653,
166296,Rock,Cage The Elephant,Trouble,72,0.47,
166304,Rock,Bob Seger,Night Moves,71,0.705,
166311,Rock,The Neighbourhood,Daddy Issues,75,0.588,
166380,Rock,Queen,Somebody To Love - 2011 Remaster,67,0.466,
166383,Rock,Edward Sharpe & The Magnetic Zeros,Home,74,0.542,
166392,Rock,Aerosmith,I Don't Want to Miss a Thing,78,0.383,
166417,Rock,Hinder,Lips Of An Angel,71,0.476,
166423,Rock,Twenty One Pilots,House Of Gold,73,0.68,
166425,Rock,The Marshall Tucker Band,Can't You See,69,0.406,
166439,Rock,The Who,Baba O'Riley,76,0.494,
166485,Rock,Guns N' Roses,Knockin' On Heaven's Door,77,0.496,
166516,Rock,Bush,Glycerine,67,0.437,
166521,Rock,Steppenwolf,Born To Be Wild - Single Version,67,0.439,
166524,Rock,The Raconteurs,"Steady, As She Goes",65,0.524,
166525,Rock,OneRepublic,Secrets,76,0.515,
166527,Rock,The Rolling Stones,Sympathy For The Devil - 50th Anniversary Edition,74,0.702,
166560,Rock,Lee Brice,Hard To Love,70,0.638,
166573,Rock,Rascal Flatts,I Like The Sound Of That,70,0.611,
166585,Rock,Hootie & The Blowfish,Only Wanna Be with You,70,0.49,
166626,Rock,Twenty One Pilots,The Judge,73,0.423,
166653,Rock,Imagine Dragons,Boomerang,74,0.429,
166680,Rock,The Police,Every Little Thing She Does Is Magic - Remastered 2003,66,0.535,
166681,Rock,Europe,The Final Countdown,74,0.536,
166695,Rock,Red Hot Chili Peppers,Dark Necessities,75,0.7,
166717,Rock,Amber Run,I Found,72,0.389,
166728,Rock,David Bowie,Rebel Rebel - 2016 Remastered Version,74,0.635,
166746,Rock,Twenty One Pilots,Pet Cheetah,72,0.653,
166785,Rock,Imagine Dragons,Rise Up,72,0.447,
166814,Rock,James Taylor,Carolina in My Mind,67,0.579,
166826,Rock,Imagine Dragons,Thunder / Young Dumb & Broke (with Khalid) - Medley,70,0.437,
166827,Rock,Imagine Dragons,I Bet My Life,65,0.553,
166839,Rock,Muse,Madness,71,0.502,
166843,Rock,Weezer,Everybody Wants To Rule The World,67,0.667,
166854,Rock,grandson,Despicable,68,0.576,
166856,Rock,The Neighbourhood,Afraid,70,0.464,
166858,Rock,Dixie Chicks,Cowboy Take Me Away,69,0.467,
166880,Rock,Augustana,Boston,69,0.404,
166883,Rock,James Bay,Hold Back The River,67,0.715,
166895,Rock,Aerosmith,"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",74,0.39,
166898,Rock,The Darkness,I Believe in a Thing Called Love,70,0.442,
166902,Rock,Welshly Arms,Legendary,74,0.537,
166909,Rock,Twenty One Pilots,Message Man,70,0.715,
166910,Rock,Moon Taxi,Two High,69,0.68,
166938,Rock,Foo Fighters,Everlong - Acoustic Version,72,0.643,
166949,Rock,The Zombies,Time Of The Season (Mono Version),68,0.537,
166950,Rock,Daryl Hall & John Oates,Sara Smile,65,0.592,
166970,Rock,Bonnie Tyler,Total Eclipse of the Heart,76,0.435,
166977,Rock,Grizfolk,Bob Marley,67,0.562,
166986,Rock,blink-182,Adam's Song,71,0.514,
166997,Rock,Walker Hayes,90's Country,68,0.738,
167052,Rock,Neil Young,Old Man - 2009 Remaster,68,0.702,
167084,Rock,Scotty McCreery,Five More Minutes,67,0.517,
167094,Rock,Yoke Lore,Truly Madly Deeply - Recorded at Spotify Studios NYC,69,0.675,
178762,Jazz,Tulus,Labirin,66,0.7,
181837,Movie,Kristin Chenoweth,"What Is This Feeling? - From ""Wicked"" Original Broadway Cast Recording/2003",51,0.622,
181892,Movie,Kristin Chenoweth,Let’s Fall In Love,54,0.539,
191954,Soul,Adele,When We Were Young,74,0.381,
191957,Soul,Amy Winehouse,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",68,0.739,
191970,Soul,Adele,Send My Love (To Your New Lover),73,0.69,
191974,Soul,Solange,Jerrod,69,0.409,
191978,Soul,John Legend,Preach,75,0.508,
191989,Soul,Adele,Water Under the Bridge,70,0.596,
192009,Soul,Alicia Keys,Girl On Fire,76,0.482,
192010,Soul,Leon Bridges,Forgive You,69,0.73,
192021,Soul,Alicia Keys,Fallin',75,0.653,
192025,Soul,Solange,My Skin My Logo,70,0.724,
192033,Soul,Ms. Lauryn Hill,Doo Wop (That Thing),74,0.535,
192053,Soul,Jorja Smith,The One - Radio Edit,71,0.482,
192061,Soul,Anna Of The North,Lovers,65,0.599,
192123,Soul,Elohim,Sleepy Eyes,68,0.608,
192125,Soul,Janelle Monáe,I Like That,67,0.482,
192130,Soul,John Legend,A Good Night,69,0.53,
192170,Soul,Wet,11 Hours - Branchez Remix,67,0.687,
192171,Soul,Just A Gent,Limelight (NGHTMRE Remix),66,0.574,
192175,Soul,Solange,Cranes in the Sky,67,0.719,
192191,Soul,Hayden James,Something About You - ODESZA Remix,65,0.709,
192202,Soul,Ryan Trey,Break on Monday,62,0.425,
192237,Soul,Mazde,Wicked Winds,65,0.686,
192254,Soul,Yoke Lore,Truly Madly Deeply - Recorded at Spotify Studios NYC,69,0.675,
192264,Soul,SAINt JHN,Reflex,66,0.692,
192272,Soul,Jorja Smith,February 3rd,68,0.624,
192292,Soul,VÉRITÉ,Somebody Else,67,0.674,
192353,Soul,Tep No,Toluca Lake - Imad Remix,65,0.669,
192354,Soul,DROELOE,Sunburn,65,0.693,
192595,Soul,Jorja Smith,Lost & Found,66,0.653,
192663,Soul,Aquilo,Thin,66,0.604,
192712,Soul,Nao,If You Ever (feat. 6LACK),65,0.488,
192752,Soul,Elijah Blake,Black and Blue,58,0.535,
192914,Soul,Rhye,Open,65,0.551,
193499,Soul,Lisa Stansfield,The Real Thing - Remastered,66,0.698,
207178,World,for KING & COUNTRY,joy.,67,0.68,
207185,World,Casting Crowns,Only Jesus,66,0.572,
